統計年度,資料來源,分析標的,分析內容,統計項目,統計項目說明,分析結果值,分析結果單位
106,運動現況調查,運動訊息來源,廣播,縣市,新竹市,1.3,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,苗栗縣,3.4,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,彰化縣,2.1,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,南投縣,2.3,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,雲林縣,3.5,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,嘉義縣,2.9,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,嘉義市,2.2,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,屏東縣,3.5,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,宜蘭縣,2.5,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,花蓮縣,1.9,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,臺東縣,2.8,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,澎湖縣,1,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,金門縣,1.8,百分比
106,運動現況調查,運動訊息來源,廣播,縣市,連江縣,3.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,整體,19.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,新北市,15.7,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,臺北市,25.2,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,桃園市,15.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,臺中市,21,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,臺南市,14.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,高雄市,16,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,基隆市,27.2,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,新竹縣,20.5,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,新竹市,18.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,苗栗縣,26.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,彰化縣,27.3,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,南投縣,20.3,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,雲林縣,22.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,嘉義縣,16.3,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,嘉義市,26.3,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,屏東縣,28.2,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,宜蘭縣,27.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,花蓮縣,18.3,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,臺東縣,16.6,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,澎湖縣,18.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,金門縣,7.7,百分比
106,運動現況調查,運動訊息來源,戶外媒體,縣市,連江縣,9.2,百分比
106,運動現況調查,運動訊息來源,人際傳播,縣市,澎湖縣,15.3,百分比
106,運動現況調查,運動訊息來源,人際傳播,縣市,金門縣,15.1,百分比
106,運動現況調查,運動訊息來源,人際傳播,縣市,連江縣,11,百分比
106,運動現況調查,運動訊息來源,其他,縣市,整體,6.8,百分比
106,運動現況調查,運動訊息來源,其他,縣市,新北市,5.9,百分比
106,運動現況調查,運動訊息來源,其他,縣市,臺北市,8.2,百分比
106,運動現況調查,運動訊息來源,其他,縣市,桃園市,7.8,百分比
106,運動現況調查,運動訊息來源,其他,縣市,臺中市,5.5,百分比
106,運動現況調查,運動訊息來源,其他,縣市,臺南市,7.3,百分比
106,運動現況調查,運動訊息來源,其他,縣市,高雄市,7.4,百分比
106,運動現況調查,運動訊息來源,其他,縣市,基隆市,8.3,百分比
106,運動現況調查,運動訊息來源,其他,縣市,新竹縣,6.7,百分比
106,運動現況調查,運動訊息來源,其他,縣市,新竹市,6.7,百分比
106,運動現況調查,運動訊息來源,其他,縣市,苗栗縣,4.4,百分比
106,運動現況調查,運動訊息來源,網路,性別,男,34,百分比
106,運動現況調查,運動訊息來源,網路,性別,女,31.4,百分比
106,運動現況調查,運動訊息來源,報紙,性別,整體,4.9,百分比
106,運動現況調查,運動訊息來源,報紙,性別,男,5.6,百分比
106,運動現況調查,運動訊息來源,報紙,性別,女,4.3,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,35-39歲,0.5,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,40-44歲,0.7,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,45-49歲,0.9,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,50-54歲,0.9,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,55-59歲,1.3,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,60-64歲,1.7,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,65-69歲,2,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,70歲及以上,0.7,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,拒答,4.3,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,整體,15.9,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,13-17歲,24.2,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,18-24歲,9.9,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,25-29歲,14.1,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,30-34歲,9.1,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,35-39歲,11.3,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,40-44歲,12.5,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,45-49歲,13,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,50-54歲,15.8,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,55-59歲,18.9,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,60-64歲,24.1,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,65-69歲,20.9,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,70歲及以上,30.5,百分比
106,運動現況調查,運動訊息來源,人際傳播,年齡,拒答,13,百分比
106,運動現況調查,運動訊息來源,其他,年齡,整體,6.8,百分比
106,運動現況調查,運動訊息來源,其他,年齡,13-17歲,18.8,百分比
106,運動現況調查,運動訊息來源,其他,年齡,18-24歲,6.5,百分比
106,運動現況調查,運動訊息來源,其他,年齡,25-29歲,3.4,百分比
106,運動現況調查,運動訊息來源,其他,年齡,30-34歲,3.2,百分比
106,運動現況調查,運動訊息來源,其他,年齡,35-39歲,4.7,百分比
106,運動現況調查,運動訊息來源,其他,年齡,40-44歲,5.6,百分比
106,運動現況調查,運動訊息來源,其他,年齡,45-49歲,4.6,百分比
106,運動現況調查,運動訊息來源,其他,年齡,50-54歲,5.8,百分比
106,運動現況調查,運動訊息來源,其他,年齡,55-59歲,6,百分比
106,運動現況調查,運動訊息來源,其他,年齡,60-64歲,6.5,百分比
106,運動現況調查,運動訊息來源,其他,年齡,65-69歲,8.8,百分比
106,運動現況調查,運動訊息來源,其他,年齡,70歲及以上,11,百分比
106,運動現況調查,運動訊息來源,其他,年齡,拒答,6.5,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,整體,0.8,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,13-17歲,0.3,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,18-24歲,0.7,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,25-29歲,0.6,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,30-34歲,0.4,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,35-39歲,0.4,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,40-44歲,0.5,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,45-49歲,0.5,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,50-54歲,1,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,55-59歲,1,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,60-64歲,0.6,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,65-69歲,1,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,70歲及以上,3.4,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,年齡,拒答,2.2,百分比
106,運動現況調查,運動訊息來源,電視,身體質量指數,整體,15.7,百分比
106,運動現況調查,運動訊息來源,電視,身體質量指數,過輕,14,百分比
106,運動現況調查,運動訊息來源,電視,身體質量指數,標準,14.6,百分比
106,運動現況調查,運動訊息來源,電視,身體質量指數,過重,15.4,百分比
106,運動現況調查,運動訊息來源,電視,身體質量指數,肥胖,20.3,百分比
106,運動現況調查,運動訊息來源,電視,身體質量指數,不知道/拒答,18.7,百分比
106,運動現況調查,運動訊息來源,廣播,身體質量指數,整體,2.5,百分比
106,運動現況調查,運動訊息來源,廣播,身體質量指數,過輕,1.3,百分比
106,運動現況調查,運動訊息來源,廣播,身體質量指數,標準,2.7,百分比
106,運動現況調查,運動訊息來源,廣播,身體質量指數,過重,2.6,百分比
106,運動現況調查,運動訊息來源,廣播,身體質量指數,肥胖,2.6,百分比
106,運動現況調查,運動訊息來源,廣播,身體質量指數,不知道/拒答,2.2,百分比
106,運動現況調查,運動訊息來源,戶外媒體,身體質量指數,整體,19.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,身體質量指數,過輕,19.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,身體質量指數,標準,19.5,百分比
106,運動現況調查,運動訊息來源,戶外媒體,身體質量指數,過重,19.6,百分比
106,運動現況調查,運動訊息來源,戶外媒體,身體質量指數,肥胖,21.1,百分比
106,運動現況調查,運動訊息來源,戶外媒體,身體質量指數,不知道/拒答,21.1,百分比
106,運動現況調查,運動訊息來源,網路,身體質量指數,整體,32.6,百分比
106,運動現況調查,運動訊息來源,網路,身體質量指數,過輕,37.8,百分比
106,運動現況調查,運動訊息來源,網路,身體質量指數,標準,32.8,百分比
106,運動現況調查,運動訊息來源,網路,身體質量指數,過重,33.2,百分比
106,運動現況調查,運動訊息來源,網路,身體質量指數,肥胖,28.1,百分比
106,運動現況調查,運動訊息來源,網路,身體質量指數,不知道/拒答,31.5,百分比
106,運動現況調查,運動訊息來源,報紙,身體質量指數,整體,4.9,百分比
106,運動現況調查,運動訊息來源,報紙,身體質量指數,過輕,3.6,百分比
106,運動現況調查,運動訊息來源,報紙,身體質量指數,標準,5.1,百分比
106,運動現況調查,運動訊息來源,報紙,身體質量指數,過重,5.2,百分比
106,運動現況調查,運動訊息來源,報紙,身體質量指數,肥胖,5.1,百分比
106,運動現況調查,運動訊息來源,報紙,身體質量指數,不知道/拒答,4.2,百分比
106,運動現況調查,運動訊息來源,雜誌,身體質量指數,整體,1,百分比
106,運動現況調查,運動訊息來源,雜誌,身體質量指數,過輕,0.9,百分比
106,運動現況調查,運動訊息來源,雜誌,身體質量指數,標準,0.9,百分比
106,運動現況調查,運動訊息來源,雜誌,身體質量指數,過重,1.3,百分比
106,運動現況調查,運動訊息來源,雜誌,身體質量指數,肥胖,0.8,百分比
106,運動現況調查,運動訊息來源,雜誌,身體質量指數,不知道/拒答,1.1,百分比
106,運動現況調查,運動訊息來源,人際傳播,身體質量指數,整體,15.9,百分比
106,運動現況調查,運動訊息來源,網路,縣市,整體,32.6,百分比
106,運動現況調查,運動訊息來源,網路,縣市,新北市,33.6,百分比
106,運動現況調查,運動訊息來源,網路,縣市,臺北市,26.4,百分比
106,運動現況調查,運動訊息來源,網路,縣市,桃園市,36.6,百分比
106,運動現況調查,運動訊息來源,網路,縣市,臺中市,41.4,百分比
106,運動現況調查,運動訊息來源,網路,縣市,臺南市,37.1,百分比
106,運動現況調查,運動訊息來源,網路,縣市,高雄市,34.2,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,新竹縣,0.2,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,新竹市,0.6,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,苗栗縣,0.4,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,彰化縣,0.9,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,南投縣,0.3,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,雲林縣,0.2,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,嘉義縣,0,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,嘉義市,0.8,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,屏東縣,0.6,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,宜蘭縣,0.4,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,花蓮縣,0.3,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,臺東縣,0.5,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,澎湖縣,0,百分比
106,運動現況調查,運動訊息來源,雜誌,性別,整體,1,百分比
106,運動現況調查,運動訊息來源,雜誌,性別,男,1,百分比
106,運動現況調查,運動訊息來源,雜誌,性別,女,0.9,百分比
106,運動現況調查,運動訊息來源,人際傳播,性別,整體,15.9,百分比
106,運動現況調查,運動訊息來源,人際傳播,性別,男,13.1,百分比
106,運動現況調查,運動訊息來源,人際傳播,性別,女,18.4,百分比
106,運動現況調查,運動訊息來源,其他,性別,整體,6.8,百分比
106,運動現況調查,運動訊息來源,其他,性別,男,5.9,百分比
106,運動現況調查,運動訊息來源,其他,性別,女,7.6,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,性別,整體,0.8,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,性別,男,0.8,百分比
106,運動現況調查,運動訊息來源,不知道/拒答,性別,女,0.7,百分比
106,運動現況調查,運動訊息來源,電視,年齡,整體,15.7,百分比
106,運動現況調查,運動訊息來源,電視,年齡,13-17歲,11.6,百分比
106,運動現況調查,運動訊息來源,電視,年齡,18-24歲,13.3,百分比
106,運動現況調查,運動訊息來源,電視,年齡,25-29歲,16.3,百分比
106,運動現況調查,運動訊息來源,電視,年齡,30-34歲,16.1,百分比
106,運動現況調查,運動訊息來源,電視,年齡,35-39歲,12.5,百分比
106,運動現況調查,運動訊息來源,電視,年齡,40-44歲,16.8,百分比
106,運動現況調查,運動訊息來源,電視,年齡,45-49歲,17.2,百分比
106,運動現況調查,運動訊息來源,電視,年齡,50-54歲,16.3,百分比
106,運動現況調查,運動訊息來源,電視,年齡,55-59歲,17.8,百分比
106,運動現況調查,運動訊息來源,電視,年齡,60-64歲,17,百分比
106,運動現況調查,運動訊息來源,電視,年齡,65-69歲,19.6,百分比
106,運動現況調查,運動訊息來源,電視,年齡,70歲及以上,17.2,百分比
106,運動現況調查,運動訊息來源,電視,年齡,拒答,23.9,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,整體,2.5,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,13-17歲,2.2,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,18-24歲,1.3,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,25-29歲,1,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,30-34歲,2.9,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,35-39歲,2.8,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,40-44歲,2.8,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,45-49歲,3.5,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,50-54歲,3.1,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,55-59歲,2.6,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,60-64歲,3,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,65-69歲,2.3,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,70歲及以上,2.3,百分比
106,運動現況調查,運動訊息來源,廣播,年齡,拒答,10.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,整體,19.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,13-17歲,16.5,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,18-24歲,20.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,25-29歲,18.4,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,30-34歲,21,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,35-39歲,21.1,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,40-44歲,17.6,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,45-49歲,22.1,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,50-54歲,19.5,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,55-59歲,19.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,60-64歲,18.6,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,65-69歲,22.4,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,70歲及以上,18.8,百分比
106,運動現況調查,運動訊息來源,戶外媒體,年齡,拒答,17.4,百分比
106,運動現況調查,運動訊息來源,網路,年齡,整體,32.6,百分比
106,運動現況調查,運動訊息來源,網路,年齡,13-17歲,23.9,百分比
106,運動現況調查,運動訊息來源,網路,年齡,18-24歲,44.6,百分比
106,運動現況調查,運動訊息來源,網路,年齡,25-29歲,40.5,百分比
106,運動現況調查,運動訊息來源,網路,年齡,30-34歲,44.8,百分比
106,運動現況調查,運動訊息來源,網路,年齡,35-39歲,42.6,百分比
106,運動現況調查,運動訊息來源,網路,年齡,40-44歲,39,百分比
106,運動現況調查,運動訊息來源,網路,年齡,45-49歲,33.5,百分比
106,運動現況調查,運動訊息來源,網路,年齡,50-54歲,32.6,百分比
106,運動現況調查,運動訊息來源,網路,年齡,55-59歲,23.8,百分比
106,運動現況調查,運動訊息來源,網路,年齡,60-64歲,20.5,百分比
106,運動現況調查,運動訊息來源,網路,年齡,65-69歲,14,百分比
106,運動現況調查,運動訊息來源,網路,年齡,70歲及以上,6.4,百分比
106,運動現況調查,運動訊息來源,網路,年齡,拒答,13,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,整體,4.9,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,13-17歲,1.6,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,18-24歲,1.7,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,25-29歲,5.2,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,30-34歲,2.2,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,35-39歲,4.1,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,40-44歲,4.6,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,45-49歲,4.7,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,50-54歲,5.1,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,55-59歲,8.8,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,60-64歲,8.1,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,65-69歲,9,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,70歲及以上,9.8,百分比
106,運動現況調查,運動訊息來源,報紙,年齡,拒答,8.7,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,整體,1,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,13-17歲,0.9,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,18-24歲,1.2,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,25-29歲,0.6,百分比
106,運動現況調查,運動訊息來源,雜誌,年齡,30-34歲,0.4,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,臺南市,2,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,高雄市,1.9,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,基隆市,0.2,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,新竹縣,1.2,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,新竹市,2.3,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,苗栗縣,1.2,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,彰化縣,0.2,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,南投縣,1.3,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,雲林縣,1.5,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,嘉義縣,2.8,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,嘉義市,2.8,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,屏東縣,2.1,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,宜蘭縣,0.6,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,花蓮縣,1.5,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,臺東縣,1.4,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,澎湖縣,2.5,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,金門縣,1.8,百分比
105,運動現況調查,運動訊息來源,廣播,縣市,連江縣,5.3,百分比
105,運動現況調查,運動訊息來源,戶外媒體,縣市,整體,20.6,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,金門縣,0,百分比
105,運動現況調查,運動訊息來源,雜誌,縣市,連江縣,0,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,整體,19.7,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,新北市,18.3,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,臺北市,16.4,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,桃園市,20.4,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,臺中市,17.3,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,臺南市,21.9,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,高雄市,21.4,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,基隆市,22.8,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,新竹縣,20,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,新竹市,18,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,苗栗縣,21.6,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,彰化縣,19.8,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,南投縣,26.5,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,雲林縣,19.9,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,嘉義縣,21.7,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,嘉義市,20.9,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,屏東縣,16.4,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,宜蘭縣,23.3,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,花蓮縣,25.3,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,臺東縣,20.4,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,澎湖縣,14.4,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,金門縣,28.6,百分比
105,運動現況調查,運動訊息來源,人際傳播,縣市,連江縣,11,百分比
105,運動現況調查,運動訊息來源,其他,縣市,整體,3,百分比
105,運動現況調查,運動訊息來源,其他,縣市,新北市,1.9,百分比
105,運動現況調查,運動訊息來源,其他,縣市,臺北市,3.6,百分比
105,運動現況調查,運動訊息來源,其他,縣市,桃園市,3.5,百分比
105,運動現況調查,運動訊息來源,其他,縣市,臺中市,4.3,百分比
105,運動現況調查,運動訊息來源,其他,縣市,臺南市,3.5,百分比
105,運動現況調查,運動訊息來源,其他,縣市,高雄市,1.2,百分比
105,運動現況調查,運動訊息來源,其他,縣市,基隆市,3,百分比
105,運動現況調查,運動訊息來源,其他,縣市,新竹縣,3.1,百分比
105,運動現況調查,運動訊息來源,其他,縣市,新竹市,2.4,百分比
105,運動現況調查,運動訊息來源,其他,縣市,苗栗縣,3.7,百分比
105,運動現況調查,運動訊息來源,其他,縣市,彰化縣,5.2,百分比
105,運動現況調查,運動訊息來源,其他,縣市,南投縣,3.7,百分比
105,運動現況調查,運動訊息來源,其他,縣市,雲林縣,1.7,百分比
105,運動現況調查,運動訊息來源,其他,縣市,嘉義縣,4.2,百分比
105,運動現況調查,運動訊息來源,其他,縣市,嘉義市,3.4,百分比
105,運動現況調查,運動訊息來源,其他,縣市,屏東縣,1,百分比
105,運動現況調查,運動訊息來源,其他,縣市,宜蘭縣,5.2,百分比
105,運動現況調查,運動訊息來源,其他,縣市,花蓮縣,3.3,百分比
105,運動現況調查,運動訊息來源,其他,縣市,臺東縣,1.6,百分比
105,運動現況調查,運動訊息來源,其他,縣市,澎湖縣,2.6,百分比
105,運動現況調查,運動訊息來源,其他,縣市,金門縣,1.5,百分比
105,運動現況調查,運動訊息來源,其他,縣市,連江縣,0,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,整體,0.7,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,新北市,0.2,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,臺北市,0.7,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,桃園市,0.3,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,臺中市,1.8,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,臺南市,0.3,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,高雄市,0.3,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,基隆市,0.5,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,新竹縣,1,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,新竹市,1,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,苗栗縣,1.1,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,彰化縣,0.5,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,南投縣,0.3,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,雲林縣,1.3,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,嘉義縣,0.8,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,嘉義市,1.5,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,屏東縣,0.9,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,宜蘭縣,0.5,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,花蓮縣,0,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,臺東縣,0.5,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,澎湖縣,2.9,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,金門縣,2.9,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,縣市,連江縣,5.3,百分比
106,運動現況調查,運動訊息來源,電視,性別,整體,15.7,百分比
106,運動現況調查,運動訊息來源,電視,性別,男,16.2,百分比
106,運動現況調查,運動訊息來源,電視,性別,女,15.2,百分比
106,運動現況調查,運動訊息來源,廣播,性別,整體,2.5,百分比
106,運動現況調查,運動訊息來源,廣播,性別,男,2.8,百分比
106,運動現況調查,運動訊息來源,廣播,性別,女,2.2,百分比
106,運動現況調查,運動訊息來源,戶外媒體,性別,整體,19.9,百分比
106,運動現況調查,運動訊息來源,戶外媒體,性別,男,20.6,百分比
106,運動現況調查,運動訊息來源,戶外媒體,性別,女,19.2,百分比
106,運動現況調查,運動訊息來源,網路,性別,整體,32.6,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,年齡,45-49歲,0.9,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,年齡,50-54歲,0.4,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,年齡,55-59歲,1.1,百分比
105,運動現況調查,運動訊息來源,不知道/拒答,年齡,60-64歲,1.1,百分比
